date,1646500,1645000,1644000,1643000,1638500,1636500,1619500,1616500,1614500,1613000,1611500,1610155,1610000,1609000,1608500,1604500,1603000,1601500,1598500,1595800,1597500,1595500,1596500,1643500,1591000,1591400,1591700,1656000
2014-05-13 0:00,13800,369,459,1100,11200,3220,416,278,565,4630,586,137,3690,428,1080,119,1490,570,558,272,216,180,136,120,69.4,37.7,37.2,92.5
2014-05-14 0:00,14500,330,458,1000,10700,3230,391,324,533,6310,1190,178,5230,581,2290,132,1390,544,611,260,292,381,137,111,65.3,36.2,37.2,85.5
2014-05-15 0:00,13800,415,440,1080,13000,3630,386,292,514,7990,1810,158,5470,394,2410,201,1900,680,1490,723,759,1560,257,162,74.8,39.8,42.6,87.6
2014-05-16 0:00,71100,3970,7260,14200,49300,21700,3530,5060,5300,30500,10100,2910,27700,2400,14800,1470,11800,4260,5290,1120,3540,6030,1480,2340,835,370,721,2390
2014-05-17 0:00,144000,957,2900,14800,132000,42800,2710,4510,6920,50100,8120,943,35400,1160,19700,1020,7500,2440,3120,1610,1270,2110,531,351,147,59.4,111,580
2014-05-18 0:00,125000,463,1350,3600,85600,21300,1320,982,3130,24700,3430,370,17400,637,8100,696,5570,1430,3020,2150,618,1260,259,237,107,46.7,63.2,237
2014-05-19 0:00,63000,358,979,2600,44200,13200,1040,705,2090,16000,2130,226,12100,432,5070,576,4780,1020,3200,2590,394,949,163,194,92.7,42.3,49,140
2014-05-20 0:00,43200,322,794,2080,31100,9690,899,570,1640,12400,1660,162,9790,325,3580,517,4100,792,2660,2190,274,705,122,167,84.7,40.6,46,109
2014-05-21 0:00,33200,294,690,1800,24800,7660,814,498,1400,9840,1330,127,7670,265,2690,466,3360,648,2590,2250,214,615,99.2,156,80.8,39.4,42.3,97.7
2014-05-22 0:00,28100,522,621,2170,20900,6410,848,463,1710,8450,1080,122,7080,266,2200,412,3540,588,2460,2120,175,501,82.4,257,166,57.8,77.6,89.9
2014-05-23 0:00,24600,346,519,1750,18800,5430,765,420,1350,7680,867,92.8,5930,221,1840,359,2570,461,1240,901,141,351,65.7,154,101,43.6,55.2,80.5
2014-05-24 0:00,21500,296,455,1390,16200,4660,667,377,1080,6000,693,71.2,4040,171,1550,306,1350,384,545,340,114,305,53.5,131,80.5,38.5,44.7,71.7
2014-05-25 0:00,18000,258,412,1220,13600,4080,620,350,947,4350,572,55.9,3200,143,1320,249,1140,330,518,340,98,269,43.9,122,73.6,36.3,40.8,63.8
2014-05-26 0:00,14900,212,374,1100,11400,3630,583,330,846,3790,488,45.3,2820,123,1150,198,1020,290,499,339,88,237,36.5,116,68.4,35.4,37.8,57.5
2014-05-27 0:00,13300,198,359,1200,10300,3380,559,319,777,3390,428,38.6,2520,109,1010,157,945,265,464,314,84.4,499,33.9,118,84.2,40,41.7,42.4
2014-05-28 0:00,14800,215,477,1850,9960,3180,562,314,955,3140,393,42.6,2460,125,946,132,971,365,437,298,84.5,469,54.1,122,84.3,41.9,51.9,80.1
2014-05-29 0:00,12900,391,504,1840,9580,3060,552,318,926,3080,350,38.5,2370,115,903,107,938,302,482,350,83.1,452,40.2,144,93.5,56.7,77.5,113
2014-05-30 0:00,13300,398,454,1720,9380,3080,538,304,873,2860,332,32.4,2240,101,940,88.3,956,276,610,426,107,550,37,131,83.2,45.2,50.1,101
2014-05-31 0:00,11900,289,379,1220,8840,2870,490,288,742,2820,309,27.9,2560,87.7,1240,74.6,1000,233,619,425,118,366,28.2,107,66.9,37.3,43.2,67.3
2014-06-01 0:00,11500,245,311,997,8280,2730,457,273,649,3070,285,22.9,2390,74.4,1010,63.3,960,191,615,426,118,295,22.8,96.1,60.8,34.1,38.1,54.6
2014-06-02 0:00,11200,211,279,886,8140,2550,438,259,592,2700,246,18.9,2110,65.9,845,56,925,172,546,381,92.4,299,20.4,90.2,57.3,32.2,35,47.4
2014-06-03 0:00,10700,202,266,820,7530,2380,418,255,557,2420,215,16.7,1920,64.4,755,52.8,799,166,461,332,80.3,373,18.8,87.6,55.4,31.5,33.8,42.6
2014-06-04 0:00,10000,143,264,775,7010,2230,407,247,535,2190,195,16.3,1740,61.9,702,48.9,749,151,473,352,67.4,341,17.8,85.6,54.1,31,32.9,38.4
2014-06-05 0:00,9200,268,377,945,6990,2310,460,261,553,2150,202,25.9,2090,114,697,65.1,1140,485,647,554,49.6,598,45.4,111,68.5,41.5,55.6,87.6
