date,lfalls,seneca,goose,monoc_jug,por
2021-02-01T02:00:00Z,6370,106,201,382,5755
2021-02-01T03:00:00Z,6350,107,204,384,5748
2021-02-01T04:00:00Z,6310,108,203,385,5720
2021-02-01T05:00:00Z,6350,108,197,385,5692
2021-02-01T06:00:00Z,6370,108,190,382,5678
2021-02-01T07:00:00Z,6390,110,193,379,5670
2021-02-01T08:00:00Z,6430,107,195,376,5640
2021-02-01T09:00:00Z,6450,105,201,372,5640
2021-02-01T10:00:00Z,6430,103,206,370,5630
2021-02-01T11:00:00Z,6410,99,211,365,5630
2021-02-01T12:00:00Z,6410,96,211,358,5630
2021-02-01T13:00:00Z,6390,94,211,351,5640
2021-02-01T14:00:00Z,6450,93,212,346,5648
2021-02-01T15:00:00Z,6450,93,217,339,5655
2021-02-01T16:00:00Z,6470,93,226,334,5655
2021-02-01T17:00:00Z,6470,95,230,333,5645
2021-02-01T18:00:00Z,6490,99,231,331,5620
2021-02-01T19:00:00Z,6490,103,234,330,5620
2021-02-01T20:00:00Z,6450,106,241,332,5600
2021-02-01T21:00:00Z,6430,108,247,333,5640
2021-02-01T22:00:00Z,6430,112,247,334,5640
2021-02-01T23:00:00Z,6390,116,243,340,5585
2021-02-02T00:00:00Z,6370,116,236,346,5600
2021-02-02T01:00:00Z,6370,120,231,349,5600
2021-02-02T02:00:00Z,6370,123,230,352,5600
2021-02-02T03:00:00Z,6370,124,230,355,5640
2021-02-02T04:00:00Z,6370,126,230,356,5600
2021-02-02T05:00:00Z,6370,127,228,356,5627
2021-02-02T06:00:00Z,6370,128,227,359,5613
2021-02-02T07:00:00Z,6390,126,227,366,5600
2021-02-02T08:00:00Z,6370,124,226,374,5585
2021-02-02T09:00:00Z,6450,120,223,379,5585
2021-02-02T10:00:00Z,6450,116,223,376,5532
2021-02-02T11:00:00Z,6430,109,223,373,5530
2021-02-02T12:00:00Z,6430,106,221,370,5530
2021-02-02T13:00:00Z,6430,105,219,372,5505
2021-02-02T14:00:00Z,6450,103,219,377,5498
2021-02-02T15:00:00Z,6430,102,219,381,5482
2021-02-02T16:00:00Z,6390,102,219,385,5455
2021-02-02T17:00:00Z,6410,103,219,388,5470
2021-02-02T18:00:00Z,6410,107,219,392,5432
2021-02-02T19:00:00Z,6370,113,219,398,5410
2021-02-02T20:00:00Z,6350,115,219,403,5425
2021-02-02T21:00:00Z,6250,116,217,412,5402
2021-02-02T22:00:00Z,6270,117,215,420,5410
2021-02-02T23:00:00Z,6350,117,215,430,5440
2021-02-03T00:00:00Z,6330,117,215,438,5410
2021-02-03T01:00:00Z,6310,118,215,443,5440
2021-02-03T02:00:00Z,6350,118,213,445,NA
2021-02-03T03:00:00Z,6235,116,211,454,5448
2021-02-03T04:00:00Z,6270,120,211,466,5410
2021-02-03T05:00:00Z,6350,120,211,482,5390
2021-02-03T06:00:00Z,6310,119,211,487,5400
2021-02-03T07:00:00Z,6330,120,211,487,5395
2021-02-03T08:00:00Z,6310,118,211,486,5395
2021-02-03T09:00:00Z,6330,112,211,482,5400
2021-02-03T10:00:00Z,6290,109,211,478,5395
2021-02-03T11:00:00Z,6350,105,211,474,5390
2021-02-03T12:00:00Z,6330,102,211,473,5395
2021-02-03T13:00:00Z,6290,100,211,468,5360
2021-02-03T14:00:00Z,6330,98,209,464,5332
2021-02-03T15:00:00Z,6250,97,207,460,5353
2021-02-03T16:00:00Z,6252,98,207,455,5420
2021-02-03T17:00:00Z,6250,100,207,452,5418
2021-02-03T18:00:00Z,6175,103,207,451,5402
2021-02-03T19:00:00Z,6195,106,207,450,5400
2021-02-03T20:00:00Z,6195,106,207,446,5440
2021-02-03T21:00:00Z,6212,107,207,445,5455
2021-02-03T22:00:00Z,6263,106,207,442,5482
2021-02-03T23:00:00Z,6290,108,207,442,5532
2021-02-04T00:00:00Z,6310,106,207,442,5532
2021-02-04T01:00:00Z,6270,105,207,442,5518
2021-02-04T02:00:00Z,6270,105,206,442,5518
2021-02-04T03:00:00Z,6250,106,206,441,5525
2021-02-04T04:00:00Z,6330,107,206,442,5570
2021-02-04T05:00:00Z,6350,108,204,442,5590
2021-02-04T06:00:00Z,6330,111,204,442,5613
2021-02-04T07:00:00Z,6350,110,207,445,5585
2021-02-04T08:00:00Z,6330,108,205,446,5570
2021-02-04T09:00:00Z,6290,106,204,446,5570
2021-02-04T10:00:00Z,6270,102,204,445,5620
2021-02-04T11:00:00Z,6230,99,207,442,5640
2021-02-04T12:00:00Z,6230,95,207,442,5655
2021-02-04T13:00:00Z,6290,92,207,437,5610
2021-02-04T14:00:00Z,6330,91,207,437,NA
2021-02-04T15:00:00Z,6370,89,204,437,5620
2021-02-04T16:00:00Z,6310,88,204,435,5635
2021-02-04T17:00:00Z,6330,88,204,431,5652
2021-02-04T18:00:00Z,6390,92,204,424,5650
2021-02-04T19:00:00Z,6430,101,204,418,5648
2021-02-04T20:00:00Z,6470,101,204,408,5630
2021-02-04T21:00:00Z,6450,100,204,397,5640
2021-02-04T22:00:00Z,6430,101,204,383,5640
2021-02-04T23:00:00Z,6450,102,204,373,5610
2021-02-05T00:00:00Z,6410,100,203,364,5592
2021-02-05T01:00:00Z,6370,99,200,358,5570
2021-02-05T02:00:00Z,6370,99,200,352,5570
2021-02-05T03:00:00Z,6370,100,197,352,5548
2021-02-05T04:00:00Z,6350,102,197,353,5570
2021-02-05T05:00:00Z,6370,105,197,357,5562
2021-02-05T06:00:00Z,6370,106,197,364,5570
2021-02-05T07:00:00Z,6370,104,197,372,5562
2021-02-05T08:00:00Z,6370,104,197,384,5555
2021-02-05T09:00:00Z,6370,103,197,398,5548
2021-02-05T10:00:00Z,6370,99,199,409,5555
2021-02-05T11:00:00Z,6370,97,200,419,5540
2021-02-05T12:00:00Z,6350,95,203,424,5525
2021-02-05T13:00:00Z,6370,93,206,429,5525
2021-02-05T14:00:00Z,6370,92,209,429,5555
2021-02-05T15:00:00Z,6370,91,211,429,5540
2021-02-05T16:00:00Z,6370,94,211,431,5532
2021-02-05T17:00:00Z,6350,97,214,434,5518
2021-02-05T18:00:00Z,6350,102,215,433,5520
2021-02-05T19:00:00Z,6350,108,219,433,5540
2021-02-05T20:00:00Z,6350,108,221,433,5550
2021-02-05T21:00:00Z,6350,114,227,437,5532
2021-02-05T22:00:00Z,6390,117,231,440,5532
2021-02-05T23:00:00Z,6330,122,237,444,5540
2021-02-06T00:00:00Z,6330,128,241,451,5540
2021-02-06T01:00:00Z,6350,132,250,452,5570
2021-02-06T02:00:00Z,6370,134,251,458,5550
2021-02-06T03:00:00Z,6370,140,251,462,5532
2021-02-06T04:00:00Z,6370,144,251,466,5518
2021-02-06T05:00:00Z,6370,145,253,473,5500
2021-02-06T06:00:00Z,6390,147,255,480,5490
2021-02-06T07:00:00Z,6450,146,257,488,5480
2021-02-06T08:00:00Z,6370,146,259,494,5470
2021-02-06T09:00:00Z,6390,142,259,498,5470
2021-02-06T10:00:00Z,6410,137,263,503,5470
2021-02-06T11:00:00Z,6370,133,268,505,5480
2021-02-06T12:00:00Z,6410,126,274,510,5510
2021-02-06T13:00:00Z,6430,121,280,511,5510
2021-02-06T14:00:00Z,6450,116,286,515,5510
2021-02-06T15:00:00Z,6450,114,288,515,5510
2021-02-06T16:00:00Z,6530,113,293,515,5525
2021-02-06T17:00:00Z,6528,112,295,515,5540
2021-02-06T18:00:00Z,6565,113,295,520,5550
2021-02-06T19:00:00Z,6620,118,295,523,5555
2021-02-06T20:00:00Z,6620,122,295,524,5548
2021-02-06T21:00:00Z,6600,123,295,524,5570
2021-02-06T22:00:00Z,6582,124,291,524,5555
2021-02-06T23:00:00Z,6600,126,287,524,5540
2021-02-07T00:00:00Z,6582,124,286,525,5540
2021-02-07T01:00:00Z,6548,121,285,529,5540
2021-02-07T02:00:00Z,6530,120,281,533,5540
2021-02-07T03:00:00Z,6530,120,279,534,5540
2021-02-07T04:00:00Z,6530,117,277,536,5540
2021-02-07T05:00:00Z,6510,119,273,539,5540
2021-02-07T06:00:00Z,6530,117,272,542,5562
2021-02-07T07:00:00Z,6530,116,268,544,5570
2021-02-07T08:00:00Z,6530,116,268,543,5570
2021-02-07T09:00:00Z,6510,114,268,544,5578
2021-02-07T10:00:00Z,6530,111,268,545,5600
2021-02-07T11:00:00Z,6548,108,268,552,5648
2021-02-07T12:00:00Z,6582,111,268,555,5670
2021-02-07T13:00:00Z,6620,110,268,562,5720
2021-02-07T14:00:00Z,6700,110,271,565,5748
2021-02-07T15:00:00Z,6782,112,276,569,5778
2021-02-07T16:00:00Z,6870,118,277,574,5808
2021-02-07T17:00:00Z,6890,128,281,574,5810
2021-02-07T18:00:00Z,6930,146,284,578,5830
2021-02-07T19:00:00Z,6990,172,286,584,5870
2021-02-07T20:00:00Z,7070,213,293,592,5860
2021-02-07T21:00:00Z,7130,252,299,600,5890
2021-02-07T22:00:00Z,7170,286,311,605,5900
2021-02-07T23:00:00Z,7170,302,318,604,5915
2021-02-08T00:00:00Z,7252,313,329,604,5930
2021-02-08T01:00:00Z,7295,310,340,604,5970
2021-02-08T02:00:00Z,7340,308,345,604,5960
2021-02-08T03:00:00Z,7465,301,350,603,6000
2021-02-08T04:00:00Z,7570,298,350,599,5992
2021-02-08T05:00:00Z,7635,291,350,599,6000
2021-02-08T06:00:00Z,7680,283,354,595,6008
2021-02-08T07:00:00Z,7680,272,351,594,6030
2021-02-08T08:00:00Z,7680,259,350,594,6040
2021-02-08T09:00:00Z,7680,244,350,594,6070
2021-02-08T10:00:00Z,7680,229,350,594,6078
2021-02-08T11:00:00Z,7680,216,350,594,6092
2021-02-08T12:00:00Z,7680,199,350,592,6122
2021-02-08T13:00:00Z,7700,187,350,589,6130
2021-02-08T14:00:00Z,7700,179,350,589,6130
2021-02-08T15:00:00Z,7680,170,346,586,6140
2021-02-08T16:00:00Z,7720,167,345,583,6160
2021-02-08T17:00:00Z,7658,166,345,579,6170
2021-02-08T18:00:00Z,7658,168,338,575,6170
2021-02-08T19:00:00Z,7680,171,332,573,6192
2021-02-08T20:00:00Z,7658,167,329,569,6220
2021-02-08T21:00:00Z,7658,166,326,563,6240
2021-02-08T22:00:00Z,7635,161,322,556,6270
2021-02-08T23:00:00Z,7550,163,316,553,6292
2021-02-09T00:00:00Z,7530,157,312,544,6310
2021-02-09T01:00:00Z,7510,156,309,536,6340
2021-02-09T02:00:00Z,7510,156,305,528,6348
2021-02-09T03:00:00Z,7420,168,305,517,6370
2021-02-09T04:00:00Z,7420,165,301,511,6390
2021-02-09T05:00:00Z,7442,162,295,505,6410
